filename,width,height,class,xmin,ymin,xmax,ymax
WIN_20260527_18_41_59_Pro_jpg.rf.k5mWBaISqAVyxfMbMPML.jpg,1920,1080,CocaCola,0,219,194,909
aug_WIN_20260527_19_07_04_Pro_jpg.rf.frsWPuQtzxHh57zkKK2S.jpg,1920,1080,CocaCola,1197,166,1443,803
aug_WIN_20260527_19_05_19_Pro_jpg.rf.frc6zgOKoDvMZWOHTfHl.jpg,1920,1080,CocaCola,782,320,980,686
WIN_20260527_18_45_57_Pro_jpg.rf.lN7vOigHfQlicjMFxftM.jpg,1920,1080,CocaCola,884,194,1170,960
WIN_20260527_18_46_08_Pro_jpg.rf.5hreYnIehlHHEQ0lnvrA.jpg,1920,1080,CocaCola,908,193,1189,957
WIN_20260527_18_36_40_Pro (2)_jpg.rf.GjvGylZyjKVOaSl8ufd7.jpg,1920,1080,CocaCola,873,192,1115,837
WIN_20260527_18_46_31_Pro_jpg.rf.o6MV5TjCz5DNGUfHuvOl.jpg,1920,1080,CocaCola,915,210,1160,814
WIN_20260527_18_36_40_Pro_jpg.rf.FDfzMxTjaDhxLvjlP2HD.jpg,1920,1080,CocaCola,873,192,1115,838
WIN_20260527_18_45_42_Pro_jpg.rf.AYWiUAFuKS1qg6d5YMnn.jpg,1920,1080,CocaCola,864,191,1156,976
WIN_20260527_18_37_30_Pro_jpg.rf.PIqW0qlik54FOXUmPaCo.jpg,1920,1080,CocaCola,438,199,722,920
aug_WIN_20260527_19_06_50_Pro_jpg.rf.hOWWot5jCSbmFODL4HaG.jpg,1920,1080,CocaCola,1203,161,1460,825
WIN_20260527_18_41_22_Pro_jpg.rf.txmBNHxhyxuUtychGdjt.jpg,1920,1080,CocaCola,887,180,1139,874
WIN_20260527_18_45_29_Pro_jpg.rf.MvxOZUULJLAR9pi6QZsk.jpg,1920,1080,CocaCola,836,190,1133,983
aug_WIN_20260527_19_03_42_Pro_jpg.rf.g11qb26usjE4Ou3UXidX.jpg,1920,1080,CocaCola,957,175,1191,797
WIN_20260527_18_37_04_Pro_jpg.rf.Rs0umEakBB4ggd95O34n.jpg,1920,1080,CocaCola,398,199,699,940
WIN_20260527_18_45_51_Pro_jpg.rf.wmUUnOCuEwjvLcj96R3l.jpg,1920,1080,CocaCola,852,199,1140,964
WIN_20260527_18_41_29_Pro_jpg.rf.NXb3tTRYiEYScfDBqRdt.jpg,1920,1080,CocaCola,0,219,193,911
WIN_20260527_18_37_40_Pro_jpg.rf.ZW5U2iltAClV0ZhU6B1p.jpg,1920,1080,CocaCola,415,196,715,949
WIN_20260527_18_46_06_Pro_jpg.rf.CYVAo2L8VdHox3sua9rZ.jpg,1920,1080,CocaCola,910,193,1193,955
WIN_20260527_18_38_14_Pro_jpg.rf.GIj5RFy1VyKqt5QOGCC8.jpg,1920,1080,CocaCola,1604,181,1900,870
WIN_20260527_18_36_54_Pro_jpg.rf.gX5f3MzZO0alR0qSetnX.jpg,1920,1080,CocaCola,321,195,625,954
WIN_20260527_18_45_59_Pro_jpg.rf.yFMrD6oUg33f0FLPdL5h.jpg,1920,1080,CocaCola,899,193,1186,957
WIN_20260527_18_37_34_Pro_jpg.rf.PYTMsWX51LfAWMge4gI2.jpg,1920,1080,CocaCola,425,201,712,925
WIN_20260527_18_46_12_Pro_jpg.rf.uREZap2I7g4EZzXMinRH.jpg,1920,1080,CocaCola,588,647,1302,913
WIN_20260527_18_37_00_Pro_jpg.rf.i5PQfRcKgZxhRxyt96PU.jpg,1920,1080,CocaCola,405,197,706,959
WIN_20260527_18_46_45_Pro_jpg.rf.NvAX9USYuu3paRCnCSB3.jpg,1920,1080,CocaCola,958,206,1218,884
WIN_20260527_18_46_15_Pro (2)_jpg.rf.znzCgcm0v1rorAa3CHcg.jpg,1920,1080,CocaCola,542,652,1269,935
WIN_20260527_18_36_43_Pro_jpg.rf.flc4b3SVRfA1WYYyGoN8.jpg,1920,1080,CocaCola,843,184,1107,865
WIN_20260527_18_46_03_Pro_jpg.rf.oeQo9hodKfpNbwbBETyF.jpg,1920,1080,CocaCola,903,192,1190,962
aug_WIN_20260527_19_03_36_Pro_jpg.rf.iEVfs2OrfkSCH7PaNgD0.jpg,1920,1080,CocaCola,880,172,1110,796
aug_WIN_20260527_19_02_53_Pro_jpg.rf.cFH5dIIDZ1p23IFYsu4Y.jpg,1920,1080,CocaCola,764,191,970,762
aug_WIN_20260527_18_49_49_Pro_jpg.rf.cKsrKYBl7LOD9XvP5xe2.jpg,1920,1080,CocaCola,48,619,749,898
aug_WIN_20260527_19_05_55_Pro_jpg.rf.jltBMKxJx3FY1eKSiJ6V.jpg,1920,1080,CocaCola,679,176,885,748
aug_WIN_20260527_19_04_50_Pro_jpg.rf.i3ejWRMYs8vpM96YeB5C.jpg,1920,1080,CocaCola,771,170,1001,801
aug_WIN_20260527_18_49_33_Pro_jpg.rf.cGZRzIcXwxk9SL6OcaUH.jpg,1920,1080,CocaCola,963,215,1204,892
WIN_20260527_18_36_49_Pro_jpg.rf.1liTeeKQdZ76fwhkDzA7.jpg,1920,1080,CocaCola,324,197,623,950
WIN_20260527_18_45_40_Pro_jpg.rf.Ol6F6HYOAjme1a6iAUR4.jpg,1920,1080,CocaCola,865,190,1158,977
WIN_20260527_18_36_47_Pro_jpg.rf.2a6zJjbz9sc4HpRxv2T9.jpg,1920,1080,CocaCola,851,185,1103,863
WIN_20260527_18_46_41_Pro_jpg.rf.PJbPK18TBDOd4f4Rg66T.jpg,1920,1080,CocaCola,958,206,1208,738
WIN_20260527_18_37_38_Pro_jpg.rf.iJVRIjG6CAmQ4ae3PmY0.jpg,1920,1080,CocaCola,404,193,705,953
WIN_20260527_18_37_42_Pro_jpg.rf.k7twGezgKVhSZzKuwcNY.jpg,1920,1080,CocaCola,426,197,726,942
WIN_20260527_18_37_16_Pro_jpg.rf.otdI4RFElSCr8Mh62NiB.jpg,1920,1080,CocaCola,405,199,702,933
aug_WIN_20260527_18_52_38_Pro_jpg.rf.cNyC2BibOHdpfHIhbJti.jpg,1920,1080,CocaCola,850,586,1383,884
WIN_20260527_18_37_58_Pro_jpg.rf.pcPKVXmC0JSNH1sRhhMU.jpg,1920,1080,CocaCola,1588,181,1891,890
WIN_20260527_18_45_32_Pro_jpg.rf.SBkWfWULs1yw4qfOUPZf.jpg,1920,1080,CocaCola,855,189,1154,992
WIN_20260527_18_37_44_Pro_jpg.rf.0kytN2TLht7g94LxXCxj.jpg,1920,1080,CocaCola,418,198,717,944
WIN_20260527_18_45_27_Pro_jpg.rf.SG6Ws7GGi2N6snzE3cUb.jpg,1920,1080,CocaCola,822,193,1109,975
WIN_20260527_18_45_53_Pro_jpg.rf.Xog07LWaowwK4z9Sw897.jpg,1920,1080,CocaCola,860,194,1151,973
WIN_20260527_18_37_32_Pro_jpg.rf.uIrxdKDM1MGccdODYSs1.jpg,1920,1080,CocaCola,430,199,715,933
WIN_20260527_18_46_10_Pro_jpg.rf.X40s79R9ftGAmK22imEr.jpg,1920,1080,CocaCola,910,193,1192,957
WIN_20260527_18_36_32_Pro_jpg.rf.qLRUouSX9TEhd6IqXBfD.jpg,1920,1080,CocaCola,874,192,1114,837
WIN_20260527_18_37_09_Pro_jpg.rf.zEl44nHfhIaQX3tCPnzk.jpg,1920,1080,CocaCola,396,252,692,939
aug_WIN_20260527_18_48_48_Pro_jpg.rf.cwrNE52L4e6APMjypeu4.jpg,1920,1080,CocaCola,702,643,1237,980
WIN_20260527_18_38_04_Pro_jpg.rf.zU6lwcYvuwBYv7KTnSzM.jpg,1920,1080,CocaCola,1590,181,1889,876
aug_WIN_20260527_18_50_46_Pro_jpg.rf.dA9LifTcHJTyyp4PRBWT.jpg,1920,1080,CocaCola,712,201,949,869
WIN_20260527_18_56_45_Pro_jpg.rf.3kfkRsahnHyJBfAJDhLT.jpg,1920,1080,CocaCola,824,201,1036,790
aug_WIN_20260527_19_02_50_Pro_jpg.rf.cSIPYitk9YDun0tjs8LL.jpg,1920,1080,CocaCola,1014,171,1263,814
aug_WIN_20260527_18_56_54_Pro_jpg.rf.cvBaU35MkXnp6qIjCVdc.jpg,1920,1080,CocaCola,1132,609,1874,884
WIN_20260527_18_56_58_Pro_jpg.rf.85ujsafygwwe54yKyRVE.jpg,1920,1080,CocaCola,216,539,807,770
aug_WIN_20260527_19_02_59_Pro_jpg.rf.eyAS999TQ39gtNLU6nez.jpg,1920,1080,CocaCola,1004,174,1253,843
WIN_20260527_18_55_51_Pro_jpg.rf.AXJTSpmq63IsETQuMaMt.jpg,1920,1080,CocaCola,845,620,1154,1025
aug_WIN_20260527_18_58_09_Pro_jpg.rf.ewUBbpP7tVsxKUZHJZPw.jpg,1920,1080,CocaCola,1063,190,1307,856
WIN_20260527_18_55_58_Pro_jpg.rf.EepOEXxmicP6VFfoYoaU.jpg,1920,1080,CocaCola,1405,152,1744,1000
aug_WIN_20260527_18_51_52_Pro_jpg.rf.dZhk1zfFLUToyVzRN3NC.jpg,1920,1080,CocaCola,944,634,1664,917
WIN_20260527_18_37_01_Pro_jpg.rf.36O6l1msmQ7uqnJWLOIu.jpg,1920,1080,CocaCola,402,197,704,954
WIN_20260527_18_57_23_Pro_jpg.rf.I3CtH99VvUF7oQhhyo46.jpg,1920,1080,CocaCola,594,205,798,751
aug_WIN_20260527_19_03_03_Pro_jpg.rf.decOx4RMdEfGvM6J80Dn.jpg,1920,1080,CocaCola,889,188,1112,786
aug_WIN_20260527_18_49_42_Pro_jpg.rf.dYyqageA0aE7Ja3gZgMq.jpg,1920,1080,CocaCola,981,631,1280,1036
WIN_20260527_18_56_06_Pro_jpg.rf.HoBGoqrehpsNbIrp17Ef.jpg,1920,1080,CocaCola,579,182,815,837
WIN_20260527_18_56_54_Pro_jpg.rf.IxPKiZYgAkRsFDJSQ1da.jpg,1920,1080,CocaCola,1133,609,1874,883
aug_WIN_20260527_19_02_11_Pro_jpg.rf.feYGsLZGZZBO18LnLTyE.jpg,1920,1080,CocaCola,791,181,1016,810
WIN_20260527_18_55_39_Pro_jpg.rf.Ks8mxzuatDFKclUGCsKR.jpg,1920,1080,CocaCola,854,621,1571,915
aug_WIN_20260527_19_01_52_Pro_jpg.rf.f2G6awS1bFGZEnDL3bTx.jpg,1920,1080,CocaCola,817,183,1045,810
aug_WIN_20260527_18_59_15_Pro_jpg.rf.fkP1WhZ5bu2StqTPJ7np.jpg,1920,1080,CocaCola,1414,184,1718,848
WIN_20260527_18_36_59_Pro_jpg.rf.0tKxv8Ni1fwkokg8RezN.jpg,1920,1080,CocaCola,401,199,699,943
WIN_20260527_18_45_19_Pro_jpg.rf.b8SbmhmxuyI1YhJq5aSY.jpg,1920,1080,CocaCola,821,194,1107,967
WIN_20260527_18_37_08_Pro_jpg.rf.2fuyIpx6N0kAqa2DSdk1.jpg,1920,1080,CocaCola,401,199,693,940
aug_WIN_20260527_18_54_46_Pro_jpg.rf.cnfcKpiBObcMcxNW55C2.jpg,1920,1080,CocaCola,1415,164,1728,944
WIN_20260527_18_37_36_Pro_jpg.rf.2aSabUbtiuLY4Euq0e18.jpg,1920,1080,CocaCola,431,200,718,931
aug_WIN_20260527_18_55_28_Pro_jpg.rf.cwRtfl4PweuenvXCIbKm.jpg,1920,1080,CocaCola,1277,139,1641,1058
WIN_20260527_18_56_36_Pro_jpg.rf.Orqbuzp9TsMFMnOrujry.jpg,1920,1080,CocaCola,1519,151,1870,988
WIN_20260527_18_57_10_Pro_jpg.rf.Nkb1TAG2xd8mAPSJZ05N.jpg,1920,1080,CocaCola,803,193,1032,815
aug_WIN_20260527_18_48_52_Pro_jpg.rf.g2prDYuVEKzXz3ENQqfx.jpg,1920,1080,CocaCola,645,631,1184,1016
WIN_20260527_18_56_51_Pro_jpg.rf.Pu1olhLkFzTxOcrygA53.jpg,1920,1080,CocaCola,1050,585,1374,952
aug_WIN_20260527_19_02_55_Pro_jpg.rf.gLlwMvXtNHiKObpBMtGi.jpg,1920,1080,CocaCola,1006,175,1253,843
WIN_20260527_18_56_41_Pro_jpg.rf.T4z6gvYORbArv9uyEjwQ.jpg,1920,1080,CocaCola,1133,185,1392,871
aug_WIN_20260527_18_54_26_Pro_jpg.rf.foVSih8gevmgbMKJYk0v.jpg,1920,1080,CocaCola,782,185,1021,851
WIN_20260527_18_57_13_Pro_jpg.rf.Lit1vxVQAI8OzIXHSYmw.jpg,1920,1080,CocaCola,1293,185,1562,876
aug_WIN_20260527_18_59_44_Pro_jpg.rf.fkugoUiijbj5mshrGOVA.jpg,1920,1080,CocaCola,934,179,1189,866
WIN_20260527_18_56_02_Pro_jpg.rf.RnrgJ4JTpadxeE5sxPq1.jpg,1920,1080,CocaCola,833,184,1077,855
WIN_20260527_18_56_23_Pro_jpg.rf.WK6QLQ1lOdM9OVaV8523.jpg,1920,1080,CocaCola,806,191,1035,827
aug_WIN_20260527_18_47_06_Pro_jpg.rf.hA2nrqZ8zlxaH3oGofGG.jpg,1920,1080,CocaCola,1022,748,1119,849
aug_WIN_20260527_18_47_06_Pro_jpg.rf.hA2nrqZ8zlxaH3oGofGG.jpg,1920,1080,CocaCola,1007,211,1241,713
WIN_20260527_18_38_11_Pro_jpg.rf.8pFCTsRxAWPIbH6wO44c.jpg,1920,1080,CocaCola,1579,181,1870,866
aug_WIN_20260527_18_47_14_Pro_jpg.rf.gaDpwvGtAksN461s2E5H.jpg,1920,1080,CocaCola,1056,214,1299,856
WIN_20260527_18_37_27_Pro_jpg.rf.Al4smGMK87cUHeb4yswq.jpg,1920,1080,CocaCola,426,201,712,926
aug_WIN_20260527_18_59_04_Pro_jpg.rf.gSA2fbkxQlJRNBMtO5w7.jpg,1920,1080,CocaCola,1373,148,1702,994
WIN_20260527_18_36_58_Pro_jpg.rf.3ZfBIJnQ07pLYhgw3IJx.jpg,1920,1080,CocaCola,364,198,661,940
WIN_20260527_18_45_49_Pro_jpg.rf.aZ6qlwuRTl77btXExxGk.jpg,1920,1080,CocaCola,854,196,1142,964
WIN_20260527_18_36_37_Pro_jpg.rf.99fDzeJBDlDANZYrcI4X.jpg,1920,1080,CocaCola,874,192,1114,838
WIN_20260527_18_45_24_Pro_jpg.rf.c834eim6Zi1NGrcAyzev.jpg,1920,1080,CocaCola,831,193,1114,974
WIN_20260527_18_57_30_Pro_jpg.rf.WS3Ip1sdCBDkpOgEoB84.jpg,1920,1080,CocaCola,666,204,873,766
WIN_20260527_18_56_19_Pro_jpg.rf.Z2qS3raZs7JJQxQ1znlZ.jpg,1920,1080,CocaCola,691,552,1008,856
aug_WIN_20260527_18_59_29_Pro_jpg.rf.hXAmRjlj3Rs53SNlOft0.jpg,1920,1080,CocaCola,972,192,1207,826
WIN_20260527_18_57_01_Pro_jpg.rf.LA6vMlEtbXDZlzFr2u1E.jpg,1920,1080,CocaCola,1293,589,1577,970
WIN_20260527_18_57_48_Pro_jpg.rf.RhcgfWgbO3aKP620zaUh.jpg,1920,1080,CocaCola,529,200,748,782
aug_WIN_20260527_18_49_23_Pro_jpg.rf.jDNHdOaKYq2pL0JyaCz2.jpg,1920,1080,CocaCola,1512,194,1830,916
WIN_20260527_18_56_11_Pro_jpg.rf.TXU7SmgjHVRSiNRbHFn4.jpg,1920,1080,CocaCola,1037,165,1320,938
aug_WIN_20260527_18_48_57_Pro_jpg.rf.hzVYJnD4IEYtWX0d1ZqF.jpg,1920,1080,CocaCola,648,631,1170,1021
WIN_20260527_18_55_55_Pro_jpg.rf.VNeKLZ6ySMZocyZeiVDt.jpg,1920,1080,CocaCola,678,612,1023,1007
WIN_20260527_18_40_48_Pro_jpg.rf.2tt9dNBd9Ls9jFO27c8V.jpg,1920,1080,CocaCola,1654,179,1919,876
WIN_20260527_18_56_59_Pro_jpg.rf.ed9Y11o66L0vzSRci7nT.jpg,1920,1080,CocaCola,627,554,975,846
WIN_20260527_18_56_48_Pro_jpg.rf.dupLj6JWQfKvjYQIB6Ih.jpg,1920,1080,CocaCola,1231,176,1507,903
WIN_20260527_18_57_18_Pro_jpg.rf.hDVdT9aogL5JuUqCGcVr.jpg,1920,1080,CocaCola,766,191,998,820
aug_WIN_20260527_18_56_45_Pro_jpg.rf.jiiaxVCLXjsjNGvruLT0.jpg,1920,1080,CocaCola,824,201,1036,790
WIN_20260527_18_39_36_Pro_jpg.rf.4viQmMB4hG5gBpMfdik3.jpg,1920,1080,CocaCola,1687,186,1919,861
WIN_20260527_18_40_43_Pro_jpg.rf.6SsebRlT6SrgGeS9ll6I.jpg,1920,1080,CocaCola,1652,184,1919,872
WIN_20260527_18_55_28_Pro_jpg.rf.dmHAO9DvCpnn86eGx3uq.jpg,1920,1080,CocaCola,1277,139,1641,1058
WIN_20260527_18_38_17_Pro_jpg.rf.86JyhfYKgsWD2cvKrGXg.jpg,1920,1080,CocaCola,1582,182,1872,862
WIN_20260527_19_00_56_Pro_jpg.rf.RRwbkm5xnt5lXhmyMLCO.jpg,1920,1080,CocaCola,1317,138,1662,1011
WIN_20260527_18_39_42_Pro_jpg.rf.ULeyEyqpEIr1Iwnk7POb.jpg,1920,1080,CocaCola,1702,180,1919,869
WIN_20260527_19_01_06_Pro_jpg.rf.RtT4FcuD9AwSItbXoVJ5.jpg,1920,1080,CocaCola,1055,176,1308,855
WIN_20260527_18_41_12_Pro_jpg.rf.XitydpeEhSBKvlMN9Bdi.jpg,1920,1080,CocaCola,909,180,1158,879
WIN_20260527_18_55_44_Pro_jpg.rf.m65ogyldoAYvN5k6gOEB.jpg,1920,1080,CocaCola,789,589,1335,963
WIN_20260527_18_46_15_Pro_jpg.rf.fmIc4fyQuMQZhei49vdB.jpg,1920,1080,CocaCola,553,651,1267,949
WIN_20260527_18_56_15_Pro_jpg.rf.uP0591NJgteaDuHA5lWt.jpg,1920,1080,CocaCola,971,571,1330,892
WIN_20260527_18_41_19_Pro_jpg.rf.iujATQisqoR6azHThvad.jpg,1920,1080,CocaCola,918,181,1170,877
WIN_20260527_18_56_27_Pro_jpg.rf.pzXiJxGwixENyW1hE19u.jpg,1920,1080,CocaCola,1519,150,1871,988
WIN_20260527_18_45_45_Pro_jpg.rf.k41iJzDcfoNd0Hl95x2a.jpg,1920,1080,CocaCola,864,191,1156,977
aug_WIN_20260527_18_47_46_Pro_jpg.rf.hrhNJ29yDWuMG3j46xr5.jpg,1920,1080,CocaCola,189,219,471,916
WIN_20260527_18_40_51_Pro_jpg.rf.5t9XSSBD8BMetkGIbjA7.jpg,1920,1080,CocaCola,1663,178,1919,877
WIN_20260527_18_57_03_Pro_jpg.rf.zsKY4jFKjCa9PveB16hT.jpg,1920,1080,CocaCola,97,527,536,787
WIN_20260527_19_00_41_Pro_jpg.rf.4GrRs11nzpFAfHSXC2kz.jpg,1920,1080,CocaCola,1372,149,1690,966
WIN_20260527_18_41_08_Pro_jpg.rf.EaEFrRP9BxikD0c5kZT2.jpg,1920,1080,CocaCola,933,623,1657,892
WIN_20260527_19_01_40_Pro_jpg.rf.8COTT4BlN8Vi35xf1p6T.jpg,1920,1080,CocaCola,909,179,1152,836
WIN_20260527_18_38_23_Pro_jpg.rf.8wRmJX4fvGtyzAxWvZYg.jpg,1920,1080,CocaCola,1620,190,1909,860
WIN_20260527_19_00_05_Pro_jpg.rf.BNLSVdftXHEgTwdE5YZK.jpg,1920,1080,CocaCola,1085,147,1403,986
WIN_20260527_18_40_54_Pro_jpg.rf.CCnM7erIqtZDlR2pj4cJ.jpg,1920,1080,CocaCola,1055,182,1314,870
WIN_20260527_18_57_06_Pro_jpg.rf.sLY6cfwzerPazQKKGDyq.jpg,1920,1080,CocaCola,803,193,1031,816
WIN_20260527_18_39_40_Pro_jpg.rf.HLuyetzkEWCACgX4937U.jpg,1920,1080,CocaCola,1696,184,1919,864
WIN_20260527_19_01_32_Pro_jpg.rf.M4nmAEYNK3hkb1jikPzT.jpg,1920,1080,CocaCola,599,147,876,914
WIN_20260527_18_39_43_Pro_jpg.rf.Iiz0QaNWMJSFENmdxEyT.jpg,1920,1080,CocaCola,1712,180,1919,875
WIN_20260527_19_01_44_Pro_jpg.rf.0K6evNIe6bEZJmKcEpgZ.jpg,1920,1080,CocaCola,909,178,1152,836
WIN_20260527_18_40_19_Pro_jpg.rf.9ba2sWHvMtLR6eH3izRe.jpg,1920,1080,CocaCola,1652,186,1919,874
WIN_20260527_19_00_38_Pro_jpg.rf.hXcKiWKOrYhFJppKNRqs.jpg,1920,1080,CocaCola,1052,181,1299,837
WIN_20260527_18_40_59_Pro_jpg.rf.PLIqXF1Opf4H4OzlvCGW.jpg,1920,1080,CocaCola,936,619,1651,889
WIN_20260527_18_59_53_Pro_jpg.rf.ULhMgFCLhV5lXoUTeT0b.jpg,1920,1080,CocaCola,1414,183,1682,846
WIN_20260527_18_38_08_Pro_jpg.rf.JVst4t2U4QO6TIghn9Fr.jpg,1920,1080,CocaCola,1589,182,1887,874
WIN_20260527_19_01_09_Pro_jpg.rf.YRrbqbGD8FObjFMxdPVW.jpg,1920,1080,CocaCola,1055,176,1309,854
WIN_20260527_18_40_40_Pro_jpg.rf.9bc064BAzR5TbrgQxqbX.jpg,1920,1080,CocaCola,1625,185,1919,857
WIN_20260527_19_00_58_Pro_jpg.rf.bAH8cJtzjc7MWFiTMs2v.jpg,1920,1080,CocaCola,1317,137,1663,1011
WIN_20260527_18_40_35_Pro_jpg.rf.kTP5lsooCunZJzfIZU4Y.jpg,1920,1080,CocaCola,1637,183,1919,858
WIN_20260527_18_39_38_Pro_jpg.rf.mkRMWXkLpjoiffjtno1K.jpg,1920,1080,CocaCola,1692,185,1919,864
WIN_20260527_19_00_10_Pro_jpg.rf.aWUBYPTAJgO0V7ahomQa.jpg,1920,1080,CocaCola,1431,145,1768,973
WIN_20260527_18_41_06_Pro_jpg.rf.YJ6jpd2zqxM6m9KvcpQz.jpg,1920,1080,CocaCola,933,623,1655,895
WIN_20260527_19_01_02_Pro_jpg.rf.ayFR0iRpmOgR8XqJI8O9.jpg,1920,1080,CocaCola,832,194,1066,825
WIN_20260527_18_39_45_Pro_jpg.rf.OiVWyjv1XoM44Ooi9iba.jpg,1920,1080,CocaCola,1722,180,1919,875
WIN_20260527_19_00_00_Pro_jpg.rf.bEnzvrRlqUHYiJYydO8M.jpg,1920,1080,CocaCola,314,125,631,961
WIN_20260527_18_39_47_Pro_jpg.rf.ZrYiATlmMZ19fJ5UtkNi.jpg,1920,1080,CocaCola,1734,181,1919,876
WIN_20260527_19_00_33_Pro_jpg.rf.er3BNkgGQpwb9hnua3sf.jpg,1920,1080,CocaCola,1052,180,1299,837
WIN_20260527_18_39_46_Pro_jpg.rf.co9RCoUmujaHrtpUDgeT.jpg,1920,1080,CocaCola,1723,182,1919,884
WIN_20260527_18_59_48_Pro_jpg.rf.eIuSmISRNaXdHH4aBNWy.jpg,1920,1080,CocaCola,996,162,1279,932
WIN_20260527_18_40_28_Pro_jpg.rf.a5gy46KZM5dbQPfLtlDM.jpg,1920,1080,CocaCola,1652,179,1919,875
WIN_20260527_19_01_12_Pro_jpg.rf.gUfcUNYvuxI3IkuZ21EM.jpg,1920,1080,CocaCola,756,188,976,788
WIN_20260527_18_38_20_Pro_jpg.rf.ZYXP3IqF2LSjTIhDB8DI.jpg,1920,1080,CocaCola,1589,187,1878,866
WIN_20260527_19_00_13_Pro_jpg.rf.gQ9vMk327QrwUR9VaoFa.jpg,1920,1080,CocaCola,1429,147,1767,977
WIN_20260527_19_00_50_Pro_jpg.rf.bfjmFhFpmeLiJDIQC9dV.jpg,1920,1080,CocaCola,944,185,1182,820
WIN_20260527_18_41_16_Pro_jpg.rf.e6oTcargCdc8jwJXEgHK.jpg,1920,1080,CocaCola,912,180,1168,883
WIN_20260527_18_40_31_Pro_jpg.rf.ery8ky0uyx2obskDTOIt.jpg,1920,1080,CocaCola,1605,183,1897,868
WIN_20260527_19_01_03_Pro_jpg.rf.mSDg4RV17ypCZ0DoKxaz.jpg,1920,1080,CocaCola,831,183,1068,826
WIN_20260527_18_40_38_Pro_jpg.rf.rePuDuGpMDq2zJ65QIE1.jpg,1920,1080,CocaCola,1632,183,1919,861
WIN_20260527_19_00_11_Pro_jpg.rf.VwjjPvWO5kfxkdalWQIH.jpg,1920,1080,CocaCola,1429,147,1769,974
WIN_20260527_18_39_51_Pro_jpg.rf.gkOx043W4ZMBMppixspf.jpg,1920,1080,CocaCola,1748,181,1919,888
WIN_20260527_19_01_27_Pro_jpg.rf.loYTdTM4jdvSuTwhJpUg.jpg,1920,1080,CocaCola,756,188,973,789
WIN_20260527_18_48_31_Pro_jpg.rf.4WINReyaJvx27G2mGehn.jpg,1920,1080,CocaCola,872,188,1163,1008
WIN_20260527_19_00_53_Pro_jpg.rf.oS9VqJWsAYu1K52HItdT.jpg,1920,1080,CocaCola,943,184,1178,819
WIN_20260527_18_39_49_Pro_jpg.rf.wotSTYMuqzGrt4agc19S.jpg,1920,1080,CocaCola,1741,180,1919,876
WIN_20260527_18_59_56_Pro_jpg.rf.o1i8vj4AYA3hSNSsMb5M.jpg,1920,1080,CocaCola,942,196,1153,776
WIN_20260527_18_47_17_Pro_jpg.rf.1VS8Icqr3bxB9wvxMidI.jpg,1920,1080,CocaCola,1076,207,1330,877
WIN_20260527_19_00_03_Pro_jpg.rf.qHJ18SBV7gcfneAkK0Nb.jpg,1920,1080,CocaCola,748,133,1052,982
WIN_20260527_18_48_36_Pro_jpg.rf.5d7WVlKorANINK12E0du.jpg,1920,1080,CocaCola,854,190,1141,994
WIN_20260527_18_48_05_Pro_jpg.rf.5mMsvTfH6d1nGmL18OYO.jpg,1920,1080,CocaCola,202,229,444,840
